"data_scenario","algorithm","resampling","feature_selection","imputation_num","imputation_cat","encoding","fold","TARGET","auc","sen","spec","accu","ID","gmean"
12,"rpart","down","FFS","DROP","DROP","HARD",3,"year1",0.566711142,0.53223594,0.578843885,0.57300086,"12.3.7.2",0.555050916
13,"rpart","down","FFS","MEDIAN","UNKNOWN","HARD",3,"year1",0.581801316,0.511272142,0.599356913,0.587224132,"13.3.7.2",0.553565256
16,"rpart","down","FFS","MEDIAN","DROP","HARD",3,"year1",0.591384507,0.508577195,0.65704584,0.637349398,"16.3.7.2",0.578064469
1,"rpart","up","FFS","DROP","UNKNOWN","LABEL",3,"year1",0.602701996,0.540031397,0.62012012,0.610492546,"1.4.7.2",0.578691917
4,"rpart","up","FFS","DROP","DROP","LABEL",3,"year1",0.576697133,0.529492455,0.589264648,0.581771281,"4.4.7.2",0.558579614
5,"rpart","up","FFS","MEDIAN","UNKNOWN","LABEL",3,"year1",0.570497227,0.473429952,0.63511254,0.612842409,"5.4.7.2",0.548344143
8,"rpart","up","FFS","MEDIAN","DROP","LABEL",3,"year1",0.595255276,0.491422805,0.665226115,0.642168675,"8.4.7.2",0.571758064
9,"rpart","up","FFS","DROP","UNKNOWN","HARD",3,"year1",0.600574167,0.529042386,0.622908623,0.611624835,"9.4.7.2",0.574060157
12,"rpart","up","FFS","DROP","DROP","HARD",3,"year1",0.563966444,0.427983539,0.678529296,0.647119518,"12.4.7.2",0.538887158
13,"rpart","up","FFS","MEDIAN","UNKNOWN","HARD",3,"year1",0.597314465,0.578904992,0.57659164,0.576910281,"13.4.7.2",0.577747158
16,"rpart","up","FFS","MEDIAN","DROP","HARD",3,"year1",0.592490541,0.530776993,0.631424603,0.618072289,"16.4.7.2",0.578917655
1,"rpart","rose","FFS","DROP","UNKNOWN","LABEL",3,"year1",0.578547823,0.233908948,0.854568855,0.779958483,"1.5.7.2",0.447092051
4,"rpart","rose","FFS","DROP","DROP","LABEL",3,"year1",0.601965669,0.330589849,0.791781361,0.733963887,"4.5.7.2",0.511619859
5,"rpart","rose","FFS","MEDIAN","UNKNOWN","LABEL",3,"year1",0.563960731,0.417874396,0.696205788,0.657868471,"5.5.7.2",0.539376096
8,"rpart","rose","FFS","MEDIAN","DROP","LABEL",3,"year1",0.566572295,0.304742684,0.798425683,0.732931727,"8.5.7.2",0.49326908
9,"rpart","rose","FFS","DROP","UNKNOWN","HARD",3,"year1",0.593071037,0.266875981,0.827756328,0.760332138,"9.5.7.2",0.470008811
12,"rpart","rose","FFS","DROP","DROP","HARD",3,"year1",0.575705412,0.366255144,0.751867873,0.703525365,"12.5.7.2",0.524762304
13,"rpart","rose","FFS","MEDIAN","UNKNOWN","HARD",3,"year1",0.566485287,0.292270531,0.803729904,0.733281579,"13.5.7.2",0.484671606
16,"rpart","rose","FFS","MEDIAN","DROP","HARD",3,"year1",0.562320337,0.330978809,0.762308998,0.705087015,"16.5.7.2",0.502302822
1,"rpart","smote","FFS","DROP","UNKNOWN","LABEL",3,"year1",0.550415464,0.26844584,0.81016731,0.745046235,"1.6.7.2",0.46635399
4,"rpart","smote","FFS","DROP","DROP","LABEL",3,"year1",0.576775484,0.198902606,0.862170665,0.779019776,"4.6.7.2",0.414111087
5,"rpart","smote","FFS","MEDIAN","UNKNOWN","LABEL",3,"year1",0.541369796,0.252818035,0.815048232,0.737606743,"5.6.7.2",0.453937102
8,"rpart","smote","FFS","MEDIAN","DROP","LABEL",3,"year1",0.579779133,0.206861756,0.877758913,0.78875502,"8.6.7.2",0.426115888
9,"rpart","smote","FFS","DROP","UNKNOWN","HARD",3,"year1",0.568335323,0.248037677,0.82968683,0.759765994,"9.6.7.2",0.453644788
12,"rpart","smote","FFS","DROP","DROP","HARD",3,"year1",0.562478996,0.244170096,0.817931577,0.74600172,"12.6.7.2",0.446894206
13,"rpart","smote","FFS","MEDIAN","UNKNOWN","HARD",3,"year1",0.571932522,0.271336554,0.809003215,0.734945104,"13.6.7.2",0.468521232
16,"rpart","smote","FFS","MEDIAN","DROP","HARD",3,"year1",0.577250588,0.242179617,0.851828986,0.770950469,"16.6.7.2",0.454197773
1,"rpart","none","FFS","DROP","UNKNOWN","LABEL",4,"year1",0.607148157,0.044709389,0.984599156,0.868046572,"1.13.3",0.209811407
4,"rpart","none","FFS","DROP","DROP","LABEL",4,"year1",0.605708425,0.014144272,0.989766364,0.872579001,"4.13.3",0.118319585
5,"rpart","none","FFS","MEDIAN","UNKNOWN","LABEL",4,"year1",0.586112998,0.049918167,0.974599102,0.849284684,"5.13.3",0.220567905
8,"rpart","none","FFS","MEDIAN","DROP","LABEL",4,"year1",0.579649802,0.071868583,0.971693806,0.855533466,"8.13.3",0.264261721
9,"rpart","none","FFS","DROP","UNKNOWN","HARD",4,"year1",0.593332107,0.028315946,0.985443038,0.866752911,"9.13.3",0.167044162
12,"rpart","none","FFS","DROP","DROP","HARD",4,"year1",0.576511934,0.015558699,0.991890326,0.874617737,"12.13.3",0.124227705
13,"rpart","none","FFS","MEDIAN","UNKNOWN","HARD",4,"year1",0.578843031,0.058101473,0.968697883,0.845292226,"13.13.3",0.237239908
16,"rpart","none","FFS","MEDIAN","DROP","HARD",4,"year1",0.579649802,0.071868583,0.971693806,0.855533466,"16.13.3",0.264261721
1,"rpart","down","FFS","DROP","UNKNOWN","LABEL",4,"year1",0.568011092,0.555886736,0.551265823,0.551838847,"1.3.7.3",0.553571458
4,"rpart","down","FFS","DROP","DROP","LABEL",4,"year1",0.58686601,0.540311174,0.571731995,0.567957866,"4.3.7.3",0.555799591
5,"rpart","down","FFS","MEDIAN","UNKNOWN","LABEL",4,"year1",0.573451025,0.542553191,0.560744067,0.558278807,"5.3.7.3",0.551573642
8,"rpart","down","FFS","MEDIAN","DROP","LABEL",4,"year1",0.586048867,0.54312115,0.633693502,0.622001325,"8.3.7.3",0.586662035
9,"rpart","down","FFS","DROP","UNKNOWN","HARD",4,"year1",0.56975828,0.575260805,0.558438819,0.560524857,"9.3.7.3",0.566787407
12,"rpart","down","FFS","DROP","DROP","HARD",4,"year1",0.568795809,0.517680339,0.579841668,0.572375127,"12.3.7.3",0.547880125
13,"rpart","down","FFS","MEDIAN","UNKNOWN","HARD",4,"year1",0.560789576,0.552373159,0.553046825,0.552955528,"13.3.7.3",0.552709889
16,"rpart","down","FFS","MEDIAN","DROP","HARD",4,"year1",0.586048867,0.54312115,0.633693502,0.622001325,"16.3.7.3",0.586662035
1,"rpart","up","FFS","DROP","UNKNOWN","LABEL",4,"year1",0.566846982,0.499254844,0.643248945,0.625392719,"1.4.7.3",0.566696701
4,"rpart","up","FFS","DROP","DROP","LABEL",4,"year1",0.567462085,0.507779349,0.595481753,0.584947333,"4.4.7.3",0.54988484
5,"rpart","up","FFS","MEDIAN","UNKNOWN","LABEL",4,"year1",0.551481499,0.449263502,0.659140475,0.630697571,"5.4.7.3",0.54417622
8,"rpart","up","FFS","MEDIAN","DROP","LABEL",4,"year1",0.607593505,0.530800821,0.63323695,0.620013254,"8.4.7.3",0.579760893
9,"rpart","up","FFS","DROP","UNKNOWN","HARD",4,"year1",0.571571809,0.511177347,0.617721519,0.604509333,"9.4.7.3",0.561929931
12,"rpart","up","FFS","DROP","DROP","HARD",4,"year1",0.582519903,0.499292786,0.626375748,0.611111111,"12.4.7.3",0.55923599
13,"rpart","up","FFS","MEDIAN","UNKNOWN","HARD",4,"year1",0.567465191,0.476268412,0.638357922,0.616391261,"13.4.7.3",0.551388895
16,"rpart","up","FFS","MEDIAN","DROP","HARD",4,"year1",0.607593505,0.530800821,0.63323695,0.620013254,"16.4.7.3",0.579760893
1,"rpart","rose","FFS","DROP","UNKNOWN","LABEL",4,"year1",0.562260968,0.219076006,0.866455696,0.786176308,"1.5.7.3",0.435682973
4,"rpart","rose","FFS","DROP","DROP","LABEL",4,"year1",0.592274508,0.366336634,0.758447577,0.711348964,"4.5.7.3",0.527112068
5,"rpart","rose","FFS","MEDIAN","UNKNOWN","LABEL",4,"year1",0.579259702,0.441898527,0.691597178,0.657757569,"5.5.7.3",0.552825265
8,"rpart","rose","FFS","MEDIAN","DROP","LABEL",4,"year1",0.560807521,0.363449692,0.702937148,0.659111995,"8.5.7.3",0.50545256
9,"rpart","rose","FFS","DROP","UNKNOWN","HARD",4,"year1",0.567721991,0.353204173,0.764345992,0.713361671,"9.5.7.3",0.51958656
12,"rpart","rose","FFS","DROP","DROP","HARD",4,"year1",0.525638711,0.287128713,0.747248504,0.691980972,"12.5.7.3",0.463202441
13,"rpart","rose","FFS","MEDIAN","UNKNOWN","HARD",4,"year1",0.582018143,0.371522095,0.749198204,0.698014861,"13.5.7.3",0.527582871
16,"rpart","rose","FFS","MEDIAN","DROP","HARD",4,"year1",0.560807521,0.363449692,0.702937148,0.659111995,"16.5.7.3",0.50545256
1,"rpart","smote","FFS","DROP","UNKNOWN","LABEL",4,"year1",0.581102423,0.219076006,0.861181435,0.781556089,"1.6.7.3",0.434354911
4,"rpart","smote","FFS","DROP","DROP","LABEL",4,"year1",0.555891721,0.212164074,0.832593165,0.758069997,"4.6.7.3",0.42029318
5,"rpart","smote","FFS","MEDIAN","UNKNOWN","LABEL",4,"year1",0.559982584,0.257774141,0.807953817,0.733392481,"5.6.7.3",0.456365644
8,"rpart","smote","FFS","MEDIAN","DROP","LABEL",4,"year1",0.56739166,0.19301848,0.872926495,0.785155732,"8.6.7.3",0.410476486
9,"rpart","smote","FFS","DROP","UNKNOWN","HARD",4,"year1",0.574554793,0.21609538,0.854219409,0.775087784,"9.6.7.3",0.429642721
12,"rpart","smote","FFS","DROP","DROP","HARD",4,"year1",0.557953005,0.189533239,0.858659973,0.778287462,"12.6.7.3",0.40341617
13,"rpart","smote","FFS","MEDIAN","UNKNOWN","HARD",4,"year1",0.568226464,0.210310966,0.851314945,0.764444937,"13.6.7.3",0.423132211
16,"rpart","smote","FFS","MEDIAN","DROP","HARD",4,"year1",0.56739166,0.19301848,0.872926495,0.785155732,"16.6.7.3",0.410476486
1,"rpart","none","FFS","DROP","UNKNOWN","LABEL",5,"year1",0.601682506,0.037878788,0.981414995,0.865987025,"1.13.4",0.192807703
4,"rpart","none","FFS","DROP","DROP","LABEL",5,"year1",0.588496755,0.016830295,0.991614665,0.872624551,"4.13.4",0.129186558
5,"rpart","none","FFS","MEDIAN","UNKNOWN","LABEL",5,"year1",0.576850097,0.05762987,0.972896596,0.847842963,"5.13.4",0.236786622
8,"rpart","none","FFS","MEDIAN","DROP","LABEL",5,"year1",0.589808012,0.080160321,0.957943208,0.841341674,"8.13.4",0.277108345
9,"rpart","none","FFS","DROP","UNKNOWN","HARD",5,"year1",0.597663115,0.034848485,0.980992608,0.865245598,"9.13.4",0.184894851
12,"rpart","none","FFS","DROP","DROP","HARD",5,"year1",0.559312457,0.016830295,0.994149766,0.874850197,"12.13.4",0.129351588
13,"rpart","none","FFS","MEDIAN","UNKNOWN","HARD",5,"year1",0.580589858,0.020292208,0.994219653,0.861151159,"13.13.4",0.142038417
16,"rpart","none","FFS","MEDIAN","DROP","HARD",5,"year1",0.574007186,0.075150301,0.966538757,0.848129908,"16.13.4",0.269510071
1,"rpart","down","FFS","DROP","UNKNOWN","LABEL",5,"year1",0.597107933,0.509090909,0.649841605,0.632622799,"1.3.7.4",0.575176889
4,"rpart","down","FFS","DROP","DROP","LABEL",5,"year1",0.561350192,0.528751753,0.564937598,0.560520459,"4.3.7.4",0.546545282
5,"rpart","down","FFS","MEDIAN","UNKNOWN","LABEL",5,"year1",0.566197587,0.574675325,0.552729608,0.555728069,"5.3.7.4",0.563595659
8,"rpart","down","FFS","MEDIAN","DROP","LABEL",5,"year1",0.586210871,0.513026052,0.632079816,0.61626514,"8.3.7.4",0.569450097
9,"rpart","down","FFS","DROP","UNKNOWN","HARD",5,"year1",0.60125772,0.487878788,0.670749736,0.648378128,"9.3.7.4",0.572052942
12,"rpart","down","FFS","DROP","DROP","HARD",5,"year1",0.548785728,0.497896213,0.572542902,0.563430919,"12.3.7.4",0.533916606
13,"rpart","down","FFS","MEDIAN","UNKNOWN","HARD",5,"year1",0.590024106,0.50974026,0.641490045,0.623488965,"13.3.7.4",0.571833282
16,"rpart","down","FFS","MEDIAN","DROP","HARD",5,"year1",0.589449659,0.503006012,0.640675365,0.622387861,"16.3.7.4",0.567682623
1,"rpart","up","FFS","DROP","UNKNOWN","LABEL",5,"year1",0.609412019,0.546969697,0.621964097,0.61278962,"1.4.7.4",0.583262817
4,"rpart","up","FFS","DROP","DROP","LABEL",5,"year1",0.574329151,0.513323983,0.588728549,0.579524054,"4.4.7.4",0.549734921
5,"rpart","up","FFS","MEDIAN","UNKNOWN","LABEL",5,"year1",0.58409289,0.525162338,0.597174053,0.587335034,"5.4.7.4",0.560011894
8,"rpart","up","FFS","MEDIAN","DROP","LABEL",5,"year1",0.597221919,0.567134269,0.586492709,0.583921203,"8.4.7.4",0.576732272
9,"rpart","up","FFS","DROP","UNKNOWN","HARD",5,"year1",0.610077278,0.539393939,0.631045407,0.619833179,"9.4.7.4",0.583422718
12,"rpart","up","FFS","DROP","DROP","HARD",5,"year1",0.550483636,0.483870968,0.60549922,0.590652286,"12.4.7.4",0.541279497
13,"rpart","up","FFS","MEDIAN","UNKNOWN","HARD",5,"year1",0.590817444,0.530844156,0.620552344,0.608295442,"13.4.7.4",0.573948243
16,"rpart","up","FFS","MEDIAN","DROP","HARD",5,"year1",0.59782712,0.49498998,0.662778204,0.640489818,"16.4.7.4",0.572772704
